Filename,x,y,w,h
06bc1519-c307-4a98-b00b-8329f2ddf615,56,84,42,42
06bc1519-c307-4a98-b00b-8329f2ddf615,140,77,49,70
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,105,70,49,56
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,133,56,28,14
22f2d3ec-f7ea-4778-850d-bb111590202f,49,56,56,42
4f781277-d540-4cd6-b405-4f215281d78e,21,98,42,35
076eab63-d75d-4272-a5d3-13eae02f2c8f,105,119,7,7
076eab63-d75d-4272-a5d3-13eae02f2c8f,91,119,7,7
076eab63-d75d-4272-a5d3-13eae02f2c8f,63,91,7,7
076eab63-d75d-4272-a5d3-13eae02f2c8f,168,42,7,21
076eab63-d75d-4272-a5d3-13eae02f2c8f,84,42,119,84
25d1ddb4-df24-4e52-8a84-b0dff45f9718,28,77,56,56
9341907e-9b62-4197-a0b3-3ddd3c55a884,49,63,77,77
7f9b4539-9cfb-49db-9d19-dea98ab6445f,105,98,56,70
7f9b4539-9cfb-49db-9d19-dea98ab6445f,105,98,7,7
c391591b-0083-4063-a485-69b0c7e02ebe,70,203,7,7
c391591b-0083-4063-a485-69b0c7e02ebe,84,182,70,42
c391591b-0083-4063-a485-69b0c7e02ebe,28,133,7,14
c391591b-0083-4063-a485-69b0c7e02ebe,49,112,7,7
c391591b-0083-4063-a485-69b0c7e02ebe,119,105,7,7
c391591b-0083-4063-a485-69b0c7e02ebe,28,105,7,21
c391591b-0083-4063-a485-69b0c7e02ebe,42,98,63,77
c391591b-0083-4063-a485-69b0c7e02ebe,133,84,7,14
c391591b-0083-4063-a485-69b0c7e02ebe,28,84,7,7
8d48694a-f998-4043-bc98-63a3c18527f2,14,105,91,56
8d48694a-f998-4043-bc98-63a3c18527f2,112,84,14,42
8d48694a-f998-4043-bc98-63a3c18527f2,126,77,35,42
29cfef18-40c3-489f-adcf-05bd93765b9d,210,203,14,7
29cfef18-40c3-489f-adcf-05bd93765b9d,126,203,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,210,182,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,112,182,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,140,168,63,56
29cfef18-40c3-489f-adcf-05bd93765b9d,133,168,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,112,154,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,63,140,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,63,126,7,7
29cfef18-40c3-489f-adcf-05bd93765b9d,112,98,7,28
29cfef18-40c3-489f-adcf-05bd93765b9d,63,98,63,105
df0f59ce-d11a-488d-a51c-bd9105e592f6,147,147,7,7
df0f59ce-d11a-488d-a51c-bd9105e592f6,140,98,63,42
df0f59ce-d11a-488d-a51c-bd9105e592f6,42,84,49,42
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,119,168,7,7
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,140,161,14,14
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,189,140,7,7
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,133,140,21,14
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,140,91,35,42
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,112,119,7,7
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,84,119,14,14
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,56,112,14,21
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,126,77,77,105
db3c8b2a-797b-4178-9b68-09863e1a45a3,161,84,14,21
db3c8b2a-797b-4178-9b68-09863e1a45a3,56,84,105,42
854fee36-d54c-4cde-904d-ab77f5e2e091,14,63,84,49
47b6aa0b-bd34-42a0-a0ad-469a1c6e3e1e,42,21,84,70
6ba9800e-ebf3-4fd4-9fa7-1022883c4f21,56,77,42,28
8a504f1d-b42c-4328-8571-f4e0a8e0fb5a,28,42,91,91
5620c301-4fee-478e-bdb0-124a00010443,147,168,7,7
5620c301-4fee-478e-bdb0-124a00010443,182,147,7,7
5620c301-4fee-478e-bdb0-124a00010443,133,140,14,14
5620c301-4fee-478e-bdb0-124a00010443,133,126,7,7
5620c301-4fee-478e-bdb0-124a00010443,189,119,7,7
5620c301-4fee-478e-bdb0-124a00010443,21,119,7,7
5620c301-4fee-478e-bdb0-124a00010443,49,56,133,77
93550df9-7f67-404f-a974-516acecd5c48,63,126,7,7
93550df9-7f67-404f-a974-516acecd5c48,98,84,56,77
32fbc636-5413-419b-8539-6e6a7cca9f4b,14,56,105,112
6f3d76ce-9c4e-4e4c-b344-776d764e1be8,119,63,70,49
17bb233f-6ee9-4645-92ee-b415499f691a,28,35,70,77
0b0073e0-9c19-4da4-88f2-b3d2ebc6f1f4,35,147,14,7
0b0073e0-9c19-4da4-88f2-b3d2ebc6f1f4,56,105,154,77
4703da4b-5d0c-416a-9ebe-39d1776bf593,196,147,7,7
4703da4b-5d0c-416a-9ebe-39d1776bf593,196,133,7,7
4703da4b-5d0c-416a-9ebe-39d1776bf593,196,119,7,7
4703da4b-5d0c-416a-9ebe-39d1776bf593,63,91,126,98
11a41e42-fdb4-4216-9e04-d4914fe2186e,126,175,7,7
11a41e42-fdb4-4216-9e04-d4914fe2186e,35,133,7,7
11a41e42-fdb4-4216-9e04-d4914fe2186e,21,119,14,14
11a41e42-fdb4-4216-9e04-d4914fe2186e,154,91,63,42
11a41e42-fdb4-4216-9e04-d4914fe2186e,63,84,35,21
11a41e42-fdb4-4216-9e04-d4914fe2186e,35,84,21,21
11a41e42-fdb4-4216-9e04-d4914fe2186e,35,70,7,7
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,161,119,21,14
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,56,105,63,28
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,63,84,7,7
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,77,70,49,35
74457e4b-4059-4ba4-959a-3a8e12b7d5f8,168,161,21,21
74457e4b-4059-4ba4-959a-3a8e12b7d5f8,42,154,35,28
74457e4b-4059-4ba4-959a-3a8e12b7d5f8,140,84,49,70
f630809e-2498-44af-beaa-dda23a36cf20,63,70,63,56
f630809e-2498-44af-beaa-dda23a36cf20,35,56,7,14
a422ca04-b11f-4995-a7b7-a9f4c0988f30,56,105,42,56
a422ca04-b11f-4995-a7b7-a9f4c0988f30,168,91,21,21
a422ca04-b11f-4995-a7b7-a9f4c0988f30,77,84,14,14
a422ca04-b11f-4995-a7b7-a9f4c0988f30,56,84,7,7
a6a38450-9151-4178-a830-a08e0223f8a5,42,119,49,56
3de7efd4-d074-4fee-95d7-4718e4d7df91,168,112,7,14
3de7efd4-d074-4fee-95d7-4718e4d7df91,112,98,91,91
acfec3cb-9511-4f09-977c-87b061bd50dd,112,98,7,7
acfec3cb-9511-4f09-977c-87b061bd50dd,168,91,14,21
acfec3cb-9511-4f09-977c-87b061bd50dd,168,70,7,7
acfec3cb-9511-4f09-977c-87b061bd50dd,42,70,63,42
acfec3cb-9511-4f09-977c-87b061bd50dd,91,42,70,70
000db696-cf54-4385-b10b-6b16fbb3f985,35,140,7,7
000db696-cf54-4385-b10b-6b16fbb3f985,56,133,7,7
000db696-cf54-4385-b10b-6b16fbb3f985,133,84,21,42
000db696-cf54-4385-b10b-6b16fbb3f985,49,77,63,56
48029094-265a-43e6-9e29-455237085578,28,49,70,84
fcb06a43-8652-4bbf-bdf8-bb961137302a,196,112,7,14
fcb06a43-8652-4bbf-bdf8-bb961137302a,77,112,14,14
fcb06a43-8652-4bbf-bdf8-bb961137302a,42,63,35,49
fcb06a43-8652-4bbf-bdf8-bb961137302a,133,49,56,84
b54f130a-94fc-49ae-a6b2-5e1c870720a7,217,161,7,7
b54f130a-94fc-49ae-a6b2-5e1c870720a7,175,126,49,49
b54f130a-94fc-49ae-a6b2-5e1c870720a7,161,119,14,7
b54f130a-94fc-49ae-a6b2-5e1c870720a7,133,105,14,7
b54f130a-94fc-49ae-a6b2-5e1c870720a7,168,91,7,14
b54f130a-94fc-49ae-a6b2-5e1c870720a7,133,91,7,7
b54f130a-94fc-49ae-a6b2-5e1c870720a7,63,84,35,35
a37e89b4-7aa4-42f0-969f-f92816142442,133,42,84,84
bb509940-e147-4ff1-806b-a82890182d5b,112,49,56,49
bb509940-e147-4ff1-806b-a82890182d5b,28,49,49,63
08f1b734-cd93-42c0-b978-9e1e1021bb55,63,161,7,7
08f1b734-cd93-42c0-b978-9e1e1021bb55,28,147,7,7
08f1b734-cd93-42c0-b978-9e1e1021bb55,14,133,28,7
08f1b734-cd93-42c0-b978-9e1e1021bb55,35,119,7,7
08f1b734-cd93-42c0-b978-9e1e1021bb55,49,84,77,70
03249840-0a17-448c-bf41-7e156428ab59,70,140,7,7
03249840-0a17-448c-bf41-7e156428ab59,42,119,14,14
03249840-0a17-448c-bf41-7e156428ab59,49,105,7,7
03249840-0a17-448c-bf41-7e156428ab59,35,77,77,70
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,147,154,14,14
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,56,126,7,7
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,28,119,14,21
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,175,105,7,7
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,84,91,21,49
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,182,84,42,119
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,154,84,21,49
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,28,49,35,42
a681ac25-1798-4c81-8e28-a1c5014e00bf,35,112,56,49
815dd1c1-3e01-4038-9723-39d05e8b3cd3,70,84,35,42
bfa45a99-7125-4d61-966b-c51e54dcbf10,182,84,21,14
bfa45a99-7125-4d61-966b-c51e54dcbf10,133,70,42,49
1b4d9ebb-644e-4602-ad36-d83cf7415be6,7,196,7,7
1b4d9ebb-644e-4602-ad36-d83cf7415be6,0,126,91,77
d47f354b-d29d-48b9-9c54-07c1e981bef4,133,168,7,7
d47f354b-d29d-48b9-9c54-07c1e981bef4,28,77,98,98
3b411a6e-270d-48d6-a3db-fbb4635151dd,70,98,49,56
3538b9f3-b604-4e3c-8f04-bb5b1127733c,140,133,70,56
8ce28cb3-1184-4792-b774-229fa7dd633e,147,105,42,49
8ce28cb3-1184-4792-b774-229fa7dd633e,147,98,7,7
47ec1b70-a18d-4c98-a313-4999a4059742,84,98,14,7
47ec1b70-a18d-4c98-a313-4999a4059742,161,84,63,63
47ec1b70-a18d-4c98-a313-4999a4059742,119,84,7,7
3a9196af-16e0-4a6a-95e4-426614770eb2,133,105,63,56
09d2a8d3-3ef9-4e91-8abe-d1c127747905,91,84,84,91
ac1f192d-7a24-44c3-9175-819291bd4db9,168,168,7,7
ac1f192d-7a24-44c3-9175-819291bd4db9,147,168,7,7
ac1f192d-7a24-44c3-9175-819291bd4db9,168,147,7,7
ac1f192d-7a24-44c3-9175-819291bd4db9,140,119,21,35
ac1f192d-7a24-44c3-9175-819291bd4db9,147,105,7,7
ac1f192d-7a24-44c3-9175-819291bd4db9,28,91,63,70
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,91,91,7,7
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,140,84,14,7
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,56,70,7,7
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,105,63,7,7
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,161,56,42,42
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,21,56,91,119
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,168,28,14,21
7a0105da-41e6-4500-8626-fb6e8f0dac5a,168,112,35,35
7a0105da-41e6-4500-8626-fb6e8f0dac5a,35,70,77,56
af15d432-68fc-4a2f-b456-a0366722799f,133,161,7,7
af15d432-68fc-4a2f-b456-a0366722799f,84,112,91,56
7092a623-6d2d-4ecb-abed-be46296c4d7e,119,91,56,63
7092a623-6d2d-4ecb-abed-be46296c4d7e,35,91,63,42
9911bf13-bce6-4b33-b866-1944aca8fab0,182,112,14,14
9911bf13-bce6-4b33-b866-1944aca8fab0,133,105,56,63
9911bf13-bce6-4b33-b866-1944aca8fab0,49,98,42,42
5f8ecc2d-d8b8-4974-b327-7920315c55aa,196,161,7,7
5f8ecc2d-d8b8-4974-b327-7920315c55aa,147,70,77,91
33c80447-e65b-41f8-ad03-523b78048641,147,112,14,7
33c80447-e65b-41f8-ad03-523b78048641,63,91,42,56
33c80447-e65b-41f8-ad03-523b78048641,140,70,49,49
b4686a9f-c3a6-4cba-9400-b35ba566b74e,147,168,7,7
b4686a9f-c3a6-4cba-9400-b35ba566b74e,140,119,42,35
b4686a9f-c3a6-4cba-9400-b35ba566b74e,84,119,42,35
85a40af4-f5e5-4fae-8260-6c6031a73e0b,147,196,7,7
85a40af4-f5e5-4fae-8260-6c6031a73e0b,133,196,7,7
85a40af4-f5e5-4fae-8260-6c6031a73e0b,91,182,7,7
85a40af4-f5e5-4fae-8260-6c6031a73e0b,105,168,28,35
85a40af4-f5e5-4fae-8260-6c6031a73e0b,140,161,14,14
85a40af4-f5e5-4fae-8260-6c6031a73e0b,56,161,14,14
85a40af4-f5e5-4fae-8260-6c6031a73e0b,28,161,14,14
85a40af4-f5e5-4fae-8260-6c6031a73e0b,21,140,14,14
85a40af4-f5e5-4fae-8260-6c6031a73e0b,140,98,63,77
85a40af4-f5e5-4fae-8260-6c6031a73e0b,49,91,49,63
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,105,196,7,7
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,91,196,7,7
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,119,126,7,7
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,119,98,7,7
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,21,98,91,91
31a115d1-ad82-4fd8-be3d-76d918338afa,42,98,56,56
b0502b9f-b85c-4cac-9e8f-325ed59315e0,35,77,84,56
b0502b9f-b85c-4cac-9e8f-325ed59315e0,56,70,7,7
eadbf3c9-f034-4b29-9a46-b90a16978a2a,133,105,56,49
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,126,119,7,7
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,112,84,14,7
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,28,84,35,21
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,133,70,56,42
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,112,70,7,7
48d31260-a62e-4b8a-9d3c-cdc6da1a962f,105,70,56,56
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,49,140,7,7
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,168,112,7,7
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,140,84,21,42
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,35,49,56,84
b2d2ef9e-fabe-4e70-b36a-e1e62e0a00f2,77,105,42,49
3da7cc6a-7864-4ab8-8842-297650b7db19,49,77,70,63
3da7cc6a-7864-4ab8-8842-297650b7db19,126,56,49,91
b8d6b40d-2a3d-475f-88d3-03560f645223,119,49,70,56
0d587b82-827b-4e80-af20-4ee8207700ee,133,112,7,7
0d587b82-827b-4e80-af20-4ee8207700ee,91,84,7,7
0d587b82-827b-4e80-af20-4ee8207700ee,84,28,56,42
1352a7f3-1f0d-4f1f-af05-daa5d7f8624a,28,49,84,77
b45e1b50-d497-4b91-9b79-5050fd0e6800,126,63,77,63
69a4ab5a-da8a-4a93-9d83-801a700003e8,84,119,7,7
69a4ab5a-da8a-4a93-9d83-801a700003e8,168,112,14,14
69a4ab5a-da8a-4a93-9d83-801a700003e8,147,112,7,14
69a4ab5a-da8a-4a93-9d83-801a700003e8,168,98,7,7
69a4ab5a-da8a-4a93-9d83-801a700003e8,49,49,42,63
aaf27f12-2f10-4f29-bff2-ab9407234c83,49,140,35,35
8f460d7d-164d-4f3e-b3eb-1c9f0c43b49e,28,70,14,14
8f460d7d-164d-4f3e-b3eb-1c9f0c43b49e,35,49,168,91
f743c21e-5876-460b-bbd6-2e2dcca41baa,42,112,49,49
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,189,182,14,7
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,196,168,7,7
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,182,119,7,21
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,35,112,133,49
b551156f-a0e0-4895-9bd5-c4e6307f077a,140,140,7,7
b551156f-a0e0-4895-9bd5-c4e6307f077a,112,77,77,63
b551156f-a0e0-4895-9bd5-c4e6307f077a,175,70,7,7
32827da4-939c-46de-85db-a2d75cb0dfad,112,105,7,7
32827da4-939c-46de-85db-a2d75cb0dfad,126,84,14,21
32827da4-939c-46de-85db-a2d75cb0dfad,133,70,91,133
32827da4-939c-46de-85db-a2d75cb0dfad,154,63,7,7
32827da4-939c-46de-85db-a2d75cb0dfad,126,63,7,7
b07a3786-2c97-4204-8fa3-4b303d4d655f,133,126,7,7
b07a3786-2c97-4204-8fa3-4b303d4d655f,161,119,7,7
b07a3786-2c97-4204-8fa3-4b303d4d655f,196,84,7,14
b07a3786-2c97-4204-8fa3-4b303d4d655f,133,70,56,49
b07a3786-2c97-4204-8fa3-4b303d4d655f,189,56,7,7
b07a3786-2c97-4204-8fa3-4b303d4d655f,175,49,7,7
b07a3786-2c97-4204-8fa3-4b303d4d655f,161,49,7,7
b8fbe64b-f29f-4c6e-9b4e-999d69719ab8,105,91,7,7
b8fbe64b-f29f-4c6e-9b4e-999d69719ab8,119,84,7,14
b8fbe64b-f29f-4c6e-9b4e-999d69719ab8,56,35,154,126
b3332044-d191-4d1d-8cca-b11c30c79fa8,56,112,35,35
b3332044-d191-4d1d-8cca-b11c30c79fa8,140,105,56,28
b3332044-d191-4d1d-8cca-b11c30c79fa8,161,98,7,7
a082d750-3663-46ca-bf52-cc32b2f403c9,35,105,56,42
1555c17d-994a-4400-b62b-4b53fc727da3,133,133,14,7
1555c17d-994a-4400-b62b-4b53fc727da3,168,119,7,7
1555c17d-994a-4400-b62b-4b53fc727da3,91,42,119,84
905cf7dc-9b4f-4c3d-816c-65c3b6be7237,161,175,14,7
905cf7dc-9b4f-4c3d-816c-65c3b6be7237,126,91,56,91
d037df85-c86e-43cb-a14e-7bf57ee9b5ad,140,70,70,77
0fda72a2-f383-4f69-af8e-e16a0fbac621,28,63,77,63
4ae0b788-62b6-486c-a95c-76764250c086,112,91,63,63
ac29e848-bceb-4233-8a07-14778f17d575,133,98,63,56
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,182,168,7,7
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,126,91,7,7
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,112,70,14,14
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,133,56,49,84
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,112,56,14,7
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,63,56,42,49
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,133,49,14,14
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,84,28,7,7
d5277276-f8f8-40e9-b8e1-791cf5d96ac0,0,91,91,77
b8131ece-c783-4814-9ce7-c0edfc2c9c64,49,77,77,63
b8131ece-c783-4814-9ce7-c0edfc2c9c64,84,56,7,7
b8fa31a7-52ba-4bd1-8b63-0568b6935306,175,140,14,14
b8fa31a7-52ba-4bd1-8b63-0568b6935306,42,77,49,56
0361ea80-0215-4bbe-9bca-908ea7c4f8b6,56,140,7,7
0361ea80-0215-4bbe-9bca-908ea7c4f8b6,70,126,21,14
0361ea80-0215-4bbe-9bca-908ea7c4f8b6,133,105,63,77
b5ea0a2e-1122-4183-931c-8027caf1eb8d,14,98,49,35
97558fff-a0e4-4d73-98da-0de2750873fb,77,70,49,56
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,119,112,7,7
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,105,98,7,7
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,56,77,42,56
3a0c1a58-6d13-43f3-a5a0-07d8ecdf7fd5,28,56,70,70
50e589e1-e878-4994-b29f-ce9d731ac2db,189,133,7,7
50e589e1-e878-4994-b29f-ce9d731ac2db,35,105,63,49
50e589e1-e878-4994-b29f-ce9d731ac2db,112,77,91,77
50e589e1-e878-4994-b29f-ce9d731ac2db,84,77,21,21
776b44fa-43e6-4f7b-87fb-7ae97763085f,21,105,91,98
776b44fa-43e6-4f7b-87fb-7ae97763085f,217,84,7,7
776b44fa-43e6-4f7b-87fb-7ae97763085f,140,84,42,56
3766b0a6-1769-4d82-b081-fa53531de34e,70,147,7,7
3766b0a6-1769-4d82-b081-fa53531de34e,49,147,14,7
3766b0a6-1769-4d82-b081-fa53531de34e,42,91,63,63
baed4093-ba48-42d5-8479-92b2612217e0,28,98,63,42
2a37f773-2855-4765-989e-0991de60bd0c,105,42,98,84
32721abb-10c7-4797-88c6-bf47d32e95e6,119,77,56,98
4525bf0b-20b4-4f4f-9149-e32632812d89,140,161,7,7
4525bf0b-20b4-4f4f-9149-e32632812d89,140,77,49,77
f9ccffe6-0f7b-43d7-9962-84888673fb57,147,140,63,49
f9ccffe6-0f7b-43d7-9962-84888673fb57,63,112,49,63
f9ccffe6-0f7b-43d7-9962-84888673fb57,91,84,21,21
c31be560-cec0-4ada-b2e1-be51c2e8bb22,56,105,56,42
79bb5ea3-ca6c-4d75-a379-a6ee6c6da659,56,56,63,77
1748e4e2-5c73-4794-81fe-2c5fe4af8cdd,42,84,63,63
1748e4e2-5c73-4794-81fe-2c5fe4af8cdd,77,84,7,7
ac9106d5-8cbc-46b0-b27e-8c998b04ef51,7,91,56,84
ac9106d5-8cbc-46b0-b27e-8c998b04ef51,77,77,14,21
84a14ff5-f4fe-4ee4-9873-ccb84b76d5a8,133,91,7,7
84a14ff5-f4fe-4ee4-9873-ccb84b76d5a8,91,56,28,21
84a14ff5-f4fe-4ee4-9873-ccb84b76d5a8,126,21,70,84
2cfbc16c-f1e4-4ed2-b9eb-4d0c40b90800,126,49,49,49
2673d0ba-ab94-4aac-8a9f-1599818c2c12,126,105,49,56
72de59ee-6a34-42d7-8379-66af5f507bbc,28,91,7,7
72de59ee-6a34-42d7-8379-66af5f507bbc,35,63,63,56
680d309d-3aa5-4883-ae61-1b211286f5a4,133,70,56,56
ba96958c-acdc-46a1-9914-d0424361a07b,133,112,42,28
ba96958c-acdc-46a1-9914-d0424361a07b,119,112,7,7
ba96958c-acdc-46a1-9914-d0424361a07b,161,84,7,7
ba96958c-acdc-46a1-9914-d0424361a07b,56,56,70,84
