Filename,x,y,w,h
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,112,101,112,123
06bc1519-c307-4a98-b00b-8329f2ddf615,48,74,176,109
06bc1519-c307-4a98-b00b-8329f2ddf615,48,74,176,109
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,102,67,82,82
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,102,67,82,82
22f2d3ec-f7ea-4778-850d-bb111590202f,19,49,111,84
22f2d3ec-f7ea-4778-850d-bb111590202f,19,49,111,84
4f781277-d540-4cd6-b405-4f215281d78e,0,86,90,79
4f781277-d540-4cd6-b405-4f215281d78e,0,86,90,79
076eab63-d75d-4272-a5d3-13eae02f2c8f,65,54,159,79
076eab63-d75d-4272-a5d3-13eae02f2c8f,65,54,159,79
25d1ddb4-df24-4e52-8a84-b0dff45f9718,0,68,178,98
25d1ddb4-df24-4e52-8a84-b0dff45f9718,0,68,178,98
9341907e-9b62-4197-a0b3-3ddd3c55a884,46,63,101,82
9341907e-9b62-4197-a0b3-3ddd3c55a884,46,63,101,82
7f9b4539-9cfb-49db-9d19-dea98ab6445f,95,81,87,109
7f9b4539-9cfb-49db-9d19-dea98ab6445f,95,81,87,109
c391591b-0083-4063-a485-69b0c7e02ebe,64,144,136,80
c391591b-0083-4063-a485-69b0c7e02ebe,64,144,136,80
8d48694a-f998-4043-bc98-63a3c18527f2,20,94,156,92
8d48694a-f998-4043-bc98-63a3c18527f2,20,94,156,92
29cfef18-40c3-489f-adcf-05bd93765b9d,141,165,83,59
29cfef18-40c3-489f-adcf-05bd93765b9d,141,165,83,59
df0f59ce-d11a-488d-a51c-bd9105e592f6,26,78,198,87
df0f59ce-d11a-488d-a51c-bd9105e592f6,26,78,198,87
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,103,106,121,118
c3bff4b1-efa9-4b87-a32d-bcbe6d31c4f2,103,106,121,118
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,130,98,94,95
2f51b8c1-32f8-4df8-af1e-d32c8dddad6f,130,98,94,95
db3c8b2a-797b-4178-9b68-09863e1a45a3,40,74,122,83
db3c8b2a-797b-4178-9b68-09863e1a45a3,40,74,122,83
854fee36-d54c-4cde-904d-ab77f5e2e091,27,62,94,77
854fee36-d54c-4cde-904d-ab77f5e2e091,27,62,94,77
47b6aa0b-bd34-42a0-a0ad-469a1c6e3e1e,28,26,103,72
47b6aa0b-bd34-42a0-a0ad-469a1c6e3e1e,28,26,103,72
6ba9800e-ebf3-4fd4-9fa7-1022883c4f21,34,56,190,89
6ba9800e-ebf3-4fd4-9fa7-1022883c4f21,34,56,190,89
8a504f1d-b42c-4328-8571-f4e0a8e0fb5a,36,59,93,80
8a504f1d-b42c-4328-8571-f4e0a8e0fb5a,36,59,93,80
5620c301-4fee-478e-bdb0-124a00010443,131,47,93,177
5620c301-4fee-478e-bdb0-124a00010443,131,47,93,177
93550df9-7f67-404f-a974-516acecd5c48,73,108,130,92
93550df9-7f67-404f-a974-516acecd5c48,73,108,130,92
32fbc636-5413-419b-8539-6e6a7cca9f4b,0,96,111,101
32fbc636-5413-419b-8539-6e6a7cca9f4b,0,96,111,101
6f3d76ce-9c4e-4e4c-b344-776d764e1be8,101,59,123,91
6f3d76ce-9c4e-4e4c-b344-776d764e1be8,101,59,123,91
17bb233f-6ee9-4645-92ee-b415499f691a,36,36,86,78
17bb233f-6ee9-4645-92ee-b415499f691a,36,36,86,78
0b0073e0-9c19-4da4-88f2-b3d2ebc6f1f4,38,108,186,89
0b0073e0-9c19-4da4-88f2-b3d2ebc6f1f4,38,108,186,89
4703da4b-5d0c-416a-9ebe-39d1776bf593,81,95,143,79
4703da4b-5d0c-416a-9ebe-39d1776bf593,81,95,143,79
11a41e42-fdb4-4216-9e04-d4914fe2186e,21,77,203,131
11a41e42-fdb4-4216-9e04-d4914fe2186e,21,77,203,131
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,53,65,103,101
8bd6bfaa-af66-435f-95c3-99c9f5e7074b,53,65,103,101
74457e4b-4059-4ba4-959a-3a8e12b7d5f8,43,91,181,133
74457e4b-4059-4ba4-959a-3a8e12b7d5f8,43,91,181,133
f630809e-2498-44af-beaa-dda23a36cf20,56,61,82,77
f630809e-2498-44af-beaa-dda23a36cf20,56,61,82,77
a422ca04-b11f-4995-a7b7-a9f4c0988f30,34,80,190,114
a422ca04-b11f-4995-a7b7-a9f4c0988f30,34,80,190,114
a6a38450-9151-4178-a830-a08e0223f8a5,19,108,97,89
a6a38450-9151-4178-a830-a08e0223f8a5,19,108,97,89
3de7efd4-d074-4fee-95d7-4718e4d7df91,108,125,116,99
3de7efd4-d074-4fee-95d7-4718e4d7df91,108,125,116,99
acfec3cb-9511-4f09-977c-87b061bd50dd,47,73,138,70
acfec3cb-9511-4f09-977c-87b061bd50dd,47,73,138,70
000db696-cf54-4385-b10b-6b16fbb3f985,45,73,129,94
000db696-cf54-4385-b10b-6b16fbb3f985,45,73,129,94
48029094-265a-43e6-9e29-455237085578,29,53,94,104
48029094-265a-43e6-9e29-455237085578,29,53,94,104
fcb06a43-8652-4bbf-bdf8-bb961137302a,53,55,171,103
fcb06a43-8652-4bbf-bdf8-bb961137302a,53,55,171,103
b54f130a-94fc-49ae-a6b2-5e1c870720a7,142,100,82,106
b54f130a-94fc-49ae-a6b2-5e1c870720a7,142,100,82,106
a37e89b4-7aa4-42f0-969f-f92816142442,148,55,76,79
a37e89b4-7aa4-42f0-969f-f92816142442,148,55,76,79
bb509940-e147-4ff1-806b-a82890182d5b,0,42,191,105
bb509940-e147-4ff1-806b-a82890182d5b,0,42,191,105
08f1b734-cd93-42c0-b978-9e1e1021bb55,42,92,103,75
08f1b734-cd93-42c0-b978-9e1e1021bb55,42,92,103,75
03249840-0a17-448c-bf41-7e156428ab59,40,71,105,90
03249840-0a17-448c-bf41-7e156428ab59,40,71,105,90
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,204,111,20,19
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,35,54,101,122
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,204,111,20,19
559415a8-f9bc-40ed-9ac0-0f60104e7e9c,35,54,101,122
a681ac25-1798-4c81-8e28-a1c5014e00bf,26,107,135,95
a681ac25-1798-4c81-8e28-a1c5014e00bf,26,107,135,95
815dd1c1-3e01-4038-9723-39d05e8b3cd3,49,72,115,123
815dd1c1-3e01-4038-9723-39d05e8b3cd3,49,72,115,123
bfa45a99-7125-4d61-966b-c51e54dcbf10,124,61,100,82
bfa45a99-7125-4d61-966b-c51e54dcbf10,124,61,100,82
1b4d9ebb-644e-4602-ad36-d83cf7415be6,24,126,79,79
1b4d9ebb-644e-4602-ad36-d83cf7415be6,24,126,79,79
d47f354b-d29d-48b9-9c54-07c1e981bef4,63,93,81,98
d47f354b-d29d-48b9-9c54-07c1e981bef4,0,0,21,20
d47f354b-d29d-48b9-9c54-07c1e981bef4,63,93,81,98
d47f354b-d29d-48b9-9c54-07c1e981bef4,0,0,21,20
3b411a6e-270d-48d6-a3db-fbb4635151dd,62,105,86,80
3b411a6e-270d-48d6-a3db-fbb4635151dd,62,105,86,80
3538b9f3-b604-4e3c-8f04-bb5b1127733c,158,135,66,89
3538b9f3-b604-4e3c-8f04-bb5b1127733c,158,135,66,89
8ce28cb3-1184-4792-b774-229fa7dd633e,136,90,88,102
8ce28cb3-1184-4792-b774-229fa7dd633e,136,90,88,102
47ec1b70-a18d-4c98-a313-4999a4059742,120,76,104,95
47ec1b70-a18d-4c98-a313-4999a4059742,120,76,104,95
3a9196af-16e0-4a6a-95e4-426614770eb2,129,102,95,100
3a9196af-16e0-4a6a-95e4-426614770eb2,129,102,95,100
09d2a8d3-3ef9-4e91-8abe-d1c127747905,98,97,89,78
09d2a8d3-3ef9-4e91-8abe-d1c127747905,98,97,89,78
ac1f192d-7a24-44c3-9175-819291bd4db9,0,89,224,117
ac1f192d-7a24-44c3-9175-819291bd4db9,0,89,224,117
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,39,63,185,121
d5cbd64c-322b-4460-ad0e-c9a23e781f3e,39,63,185,121
7a0105da-41e6-4500-8626-fb6e8f0dac5a,35,56,189,121
7a0105da-41e6-4500-8626-fb6e8f0dac5a,35,56,189,121
af15d432-68fc-4a2f-b456-a0366722799f,90,106,103,73
af15d432-68fc-4a2f-b456-a0366722799f,90,106,103,73
7092a623-6d2d-4ecb-abed-be46296c4d7e,34,99,164,93
7092a623-6d2d-4ecb-abed-be46296c4d7e,34,99,164,93
9911bf13-bce6-4b33-b866-1944aca8fab0,44,103,180,81
9911bf13-bce6-4b33-b866-1944aca8fab0,44,103,180,81
5f8ecc2d-d8b8-4974-b327-7920315c55aa,157,84,67,77
5f8ecc2d-d8b8-4974-b327-7920315c55aa,157,84,67,77
33c80447-e65b-41f8-ad03-523b78048641,45,63,179,124
33c80447-e65b-41f8-ad03-523b78048641,45,63,179,124
b4686a9f-c3a6-4cba-9400-b35ba566b74e,106,99,118,88
b4686a9f-c3a6-4cba-9400-b35ba566b74e,106,99,118,88
85a40af4-f5e5-4fae-8260-6c6031a73e0b,45,118,179,88
85a40af4-f5e5-4fae-8260-6c6031a73e0b,45,118,179,88
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,28,130,99,94
2a15b6f2-2a17-454d-b14c-ba1bb4bd79f4,28,130,99,94
31a115d1-ad82-4fd8-be3d-76d918338afa,23,97,96,82
31a115d1-ad82-4fd8-be3d-76d918338afa,23,97,96,82
b0502b9f-b85c-4cac-9e8f-325ed59315e0,43,71,91,78
b0502b9f-b85c-4cac-9e8f-325ed59315e0,43,71,91,78
eadbf3c9-f034-4b29-9a46-b90a16978a2a,134,99,90,102
eadbf3c9-f034-4b29-9a46-b90a16978a2a,134,99,90,102
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,29,66,195,89
67ce8121-c2fd-493a-ae78-f256b3c1b0f0,29,66,195,89
48d31260-a62e-4b8a-9d3c-cdc6da1a962f,81,62,110,91
48d31260-a62e-4b8a-9d3c-cdc6da1a962f,81,62,110,91
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,22,55,173,119
ce8e0d85-44a8-4b05-b421-cc5c510aa7a5,22,55,173,119
b2d2ef9e-fabe-4e70-b36a-e1e62e0a00f2,63,101,95,87
b2d2ef9e-fabe-4e70-b36a-e1e62e0a00f2,63,101,95,87
3da7cc6a-7864-4ab8-8842-297650b7db19,68,75,156,82
3da7cc6a-7864-4ab8-8842-297650b7db19,68,75,156,82
b8d6b40d-2a3d-475f-88d3-03560f645223,99,56,125,81
b8d6b40d-2a3d-475f-88d3-03560f645223,99,56,125,81
0d587b82-827b-4e80-af20-4ee8207700ee,112,48,26,1
0d587b82-827b-4e80-af20-4ee8207700ee,0,0,49,49
0d587b82-827b-4e80-af20-4ee8207700ee,112,48,26,1
0d587b82-827b-4e80-af20-4ee8207700ee,0,0,49,49
1352a7f3-1f0d-4f1f-af05-daa5d7f8624a,40,55,89,80
1352a7f3-1f0d-4f1f-af05-daa5d7f8624a,40,55,89,80
b45e1b50-d497-4b91-9b79-5050fd0e6800,124,65,100,87
b45e1b50-d497-4b91-9b79-5050fd0e6800,124,65,100,87
69a4ab5a-da8a-4a93-9d83-801a700003e8,28,41,196,124
69a4ab5a-da8a-4a93-9d83-801a700003e8,28,41,196,124
aaf27f12-2f10-4f29-bff2-ab9407234c83,30,137,96,87
aaf27f12-2f10-4f29-bff2-ab9407234c83,30,137,96,87
8f460d7d-164d-4f3e-b3eb-1c9f0c43b49e,46,55,178,80
8f460d7d-164d-4f3e-b3eb-1c9f0c43b49e,46,55,178,80
f743c21e-5876-460b-bbd6-2e2dcca41baa,34,94,92,107
f743c21e-5876-460b-bbd6-2e2dcca41baa,34,94,92,107
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,59,125,165,99
a1fb3bf8-b4bc-4dd2-9cbe-e4b2ce75789e,59,125,165,99
b551156f-a0e0-4895-9bd5-c4e6307f077a,102,70,122,85
b551156f-a0e0-4895-9bd5-c4e6307f077a,102,70,122,85
32827da4-939c-46de-85db-a2d75cb0dfad,150,82,74,113
32827da4-939c-46de-85db-a2d75cb0dfad,150,82,74,113
b07a3786-2c97-4204-8fa3-4b303d4d655f,123,57,101,76
b07a3786-2c97-4204-8fa3-4b303d4d655f,123,57,101,76
b8fbe64b-f29f-4c6e-9b4e-999d69719ab8,85,61,139,101
b8fbe64b-f29f-4c6e-9b4e-999d69719ab8,85,61,139,101
b3332044-d191-4d1d-8cca-b11c30c79fa8,34,84,190,97
b3332044-d191-4d1d-8cca-b11c30c79fa8,34,84,190,97
a082d750-3663-46ca-bf52-cc32b2f403c9,51,124,72,75
a082d750-3663-46ca-bf52-cc32b2f403c9,51,124,72,75
1555c17d-994a-4400-b62b-4b53fc727da3,124,56,100,70
1555c17d-994a-4400-b62b-4b53fc727da3,124,56,100,70
905cf7dc-9b4f-4c3d-816c-65c3b6be7237,131,106,93,98
905cf7dc-9b4f-4c3d-816c-65c3b6be7237,131,106,93,98
d037df85-c86e-43cb-a14e-7bf57ee9b5ad,136,84,88,90
d037df85-c86e-43cb-a14e-7bf57ee9b5ad,136,84,88,90
0fda72a2-f383-4f69-af8e-e16a0fbac621,31,61,104,85
0fda72a2-f383-4f69-af8e-e16a0fbac621,31,61,104,85
4ae0b788-62b6-486c-a95c-76764250c086,115,86,109,87
4ae0b788-62b6-486c-a95c-76764250c086,115,86,109,87
ac29e848-bceb-4233-8a07-14778f17d575,140,99,84,87
ac29e848-bceb-4233-8a07-14778f17d575,140,99,84,87
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,157,112,67,112
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,109,55,8,28
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,157,112,67,112
1f4741e6-a0ae-41b2-8b70-bf7e927f1b13,109,55,8,28
d5277276-f8f8-40e9-b8e1-791cf5d96ac0,22,98,89,77
d5277276-f8f8-40e9-b8e1-791cf5d96ac0,22,98,89,77
b8131ece-c783-4814-9ce7-c0edfc2c9c64,44,86,87,84
b8131ece-c783-4814-9ce7-c0edfc2c9c64,44,86,87,84
b8fa31a7-52ba-4bd1-8b63-0568b6935306,41,75,183,149
b8fa31a7-52ba-4bd1-8b63-0568b6935306,41,75,183,149
0361ea80-0215-4bbe-9bca-908ea7c4f8b6,94,101,130,89
0361ea80-0215-4bbe-9bca-908ea7c4f8b6,94,101,130,89
b5ea0a2e-1122-4183-931c-8027caf1eb8d,0,63,103,101
b5ea0a2e-1122-4183-931c-8027caf1eb8d,0,63,103,101
97558fff-a0e4-4d73-98da-0de2750873fb,68,70,95,83
97558fff-a0e4-4d73-98da-0de2750873fb,68,70,95,83
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,39,60,90,103
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,167,29,57,49
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,39,60,90,103
ba1e3912-82c7-4e15-9c46-46fbf780b2d9,167,29,57,49
3a0c1a58-6d13-43f3-a5a0-07d8ecdf7fd5,40,64,69,77
3a0c1a58-6d13-43f3-a5a0-07d8ecdf7fd5,40,64,69,77
50e589e1-e878-4994-b29f-ce9d731ac2db,40,74,184,111
50e589e1-e878-4994-b29f-ce9d731ac2db,40,74,184,111
776b44fa-43e6-4f7b-87fb-7ae97763085f,48,93,176,107
776b44fa-43e6-4f7b-87fb-7ae97763085f,48,93,176,107
3766b0a6-1769-4d82-b081-fa53531de34e,31,89,91,88
3766b0a6-1769-4d82-b081-fa53531de34e,31,89,91,88
baed4093-ba48-42d5-8479-92b2612217e0,29,82,91,90
baed4093-ba48-42d5-8479-92b2612217e0,29,82,91,90
2a37f773-2855-4765-989e-0991de60bd0c,126,59,98,90
2a37f773-2855-4765-989e-0991de60bd0c,126,59,98,90
32721abb-10c7-4797-88c6-bf47d32e95e6,94,86,112,138
32721abb-10c7-4797-88c6-bf47d32e95e6,94,86,112,138
4525bf0b-20b4-4f4f-9149-e32632812d89,130,86,94,91
4525bf0b-20b4-4f4f-9149-e32632812d89,130,86,94,91
f9ccffe6-0f7b-43d7-9962-84888673fb57,150,142,74,82
f9ccffe6-0f7b-43d7-9962-84888673fb57,150,142,74,82
c31be560-cec0-4ada-b2e1-be51c2e8bb22,48,92,176,89
c31be560-cec0-4ada-b2e1-be51c2e8bb22,48,92,176,89
79bb5ea3-ca6c-4d75-a379-a6ee6c6da659,56,72,93,85
79bb5ea3-ca6c-4d75-a379-a6ee6c6da659,56,72,93,85
1748e4e2-5c73-4794-81fe-2c5fe4af8cdd,40,87,110,87
1748e4e2-5c73-4794-81fe-2c5fe4af8cdd,40,87,110,87
ac9106d5-8cbc-46b0-b27e-8c998b04ef51,18,51,168,135
ac9106d5-8cbc-46b0-b27e-8c998b04ef51,18,51,168,135
84a14ff5-f4fe-4ee4-9873-ccb84b76d5a8,129,44,95,180
84a14ff5-f4fe-4ee4-9873-ccb84b76d5a8,129,44,95,180
2cfbc16c-f1e4-4ed2-b9eb-4d0c40b90800,93,45,131,95
2cfbc16c-f1e4-4ed2-b9eb-4d0c40b90800,93,45,131,95
2673d0ba-ab94-4aac-8a9f-1599818c2c12,116,88,108,97
2673d0ba-ab94-4aac-8a9f-1599818c2c12,116,88,108,97
72de59ee-6a34-42d7-8379-66af5f507bbc,0,60,95,75
72de59ee-6a34-42d7-8379-66af5f507bbc,0,60,95,75
680d309d-3aa5-4883-ae61-1b211286f5a4,111,68,113,97
680d309d-3aa5-4883-ae61-1b211286f5a4,111,68,113,97
ba96958c-acdc-46a1-9914-d0424361a07b,43,62,142,89
ba96958c-acdc-46a1-9914-d0424361a07b,43,62,142,89
4a2078dc-3789-43b2-a31e-19014d4fe3eb,62,75,98,94
4a2078dc-3789-43b2-a31e-19014d4fe3eb,62,75,98,94
71a747b4-d566-4590-8a69-4176501f6884,37,61,187,95
71a747b4-d566-4590-8a69-4176501f6884,37,61,187,95
18c4af3d-0768-4f17-9c1f-d6f8199098ac,44,106,111,68
18c4af3d-0768-4f17-9c1f-d6f8199098ac,44,106,111,68
93059609-6473-4853-9413-7ecd7d3dae96,145,107,79,97
93059609-6473-4853-9413-7ecd7d3dae96,145,107,79,97
16923fe0-5e98-4bcf-92e6-65d10161660d,38,97,98,77
16923fe0-5e98-4bcf-92e6-65d10161660d,38,97,98,77
d5d7c95e-0682-4b93-bf0b-5dff2fa91a92,40,38,163,91
d5d7c95e-0682-4b93-bf0b-5dff2fa91a92,40,38,163,91
c224f825-24b8-47aa-abdd-f03c0475a7c3,47,125,177,99
c224f825-24b8-47aa-abdd-f03c0475a7c3,47,125,177,99
0637b804-e693-48d1-8716-f7c63ce6162a,121,81,103,94
0637b804-e693-48d1-8716-f7c63ce6162a,121,81,103,94
5ba8be0b-f11b-47c6-a91c-fe62c0ef516c,104,49,94,78
5ba8be0b-f11b-47c6-a91c-fe62c0ef516c,104,49,94,78
1dad3414-88c9-4c56-af5d-3a1488af452c,126,64,98,93
1dad3414-88c9-4c56-af5d-3a1488af452c,126,64,98,93
1623088d-9f8c-4910-b681-c81fef043fa3,69,57,117,91
1623088d-9f8c-4910-b681-c81fef043fa3,69,57,117,91
1923df31-e23a-4ee4-86f8-35d124af2f61,30,118,78,72
1923df31-e23a-4ee4-86f8-35d124af2f61,30,118,78,72
ecc176d8-c3c7-43d8-bcd8-355bbfb84971,109,33,115,101
ecc176d8-c3c7-43d8-bcd8-355bbfb84971,109,33,115,101
bfe41d70-219e-478e-85ba-9c8226b572f4,25,100,106,91
bfe41d70-219e-478e-85ba-9c8226b572f4,25,100,106,91
2c917d3a-95cb-4c11-802c-f83e28cb37bc,0,54,162,83
2c917d3a-95cb-4c11-802c-f83e28cb37bc,0,54,162,83
77a50626-2a5d-44a8-8013-af001549b769,130,44,94,79
77a50626-2a5d-44a8-8013-af001549b769,130,44,94,79
40fe04af-77d2-4c36-80eb-043568abdbf3,96,110,128,114
40fe04af-77d2-4c36-80eb-043568abdbf3,181,53,43,54
40fe04af-77d2-4c36-80eb-043568abdbf3,96,110,128,114
40fe04af-77d2-4c36-80eb-043568abdbf3,181,53,43,54
5bc12970-af13-48bb-bd12-a5cc72fb7154,124,36,100,75
5bc12970-af13-48bb-bd12-a5cc72fb7154,124,36,100,75
bd0bb326-cd0d-4dd8-be1c-25c15b076377,127,55,97,78
bd0bb326-cd0d-4dd8-be1c-25c15b076377,127,55,97,78
76f71a93-8105-4c79-a010-0cfa86f0061a,125,68,99,86
76f71a93-8105-4c79-a010-0cfa86f0061a,125,68,99,86
f9405a63-3a1b-4cc5-8f00-7b0a81c36a71,36,82,123,97
f9405a63-3a1b-4cc5-8f00-7b0a81c36a71,36,82,123,97
767b5c8d-d09b-4d2c-97ea-17dea981a4e4,39,94,86,82
767b5c8d-d09b-4d2c-97ea-17dea981a4e4,39,94,86,82
401afe9b-4c20-41cc-b52d-21995c71e872,0,73,126,91
401afe9b-4c20-41cc-b52d-21995c71e872,0,73,126,91
c3678e72-ceb4-42d0-8e44-5a4de7ebfccb,44,62,180,117
c3678e72-ceb4-42d0-8e44-5a4de7ebfccb,44,62,180,117
39919c47-0f93-417f-96fb-1aa8a6d6e7ab,50,51,174,111
39919c47-0f93-417f-96fb-1aa8a6d6e7ab,50,51,174,111
721ca747-d0c2-45c2-adf3-4c3640034519,66,94,106,83
721ca747-d0c2-45c2-adf3-4c3640034519,66,94,106,83
56ca817b-e17d-4b2b-95c8-d544a7786124,117,54,107,90
56ca817b-e17d-4b2b-95c8-d544a7786124,117,54,107,90
270d287b-5f32-469d-9f88-f4a87f27ef47,205,196,19,28
270d287b-5f32-469d-9f88-f4a87f27ef47,66,72,66,82
270d287b-5f32-469d-9f88-f4a87f27ef47,205,196,19,28
270d287b-5f32-469d-9f88-f4a87f27ef47,66,72,66,82
3f34c48c-80e6-4a04-9351-6ad809760b70,128,115,96,82
3f34c48c-80e6-4a04-9351-6ad809760b70,128,115,96,82
44db1d69-388e-4268-849e-852c1f092a01,121,86,103,91
44db1d69-388e-4268-849e-852c1f092a01,121,86,103,91
d99282ee-dc00-40d4-bb8d-5f8dba263a05,24,59,109,86
d99282ee-dc00-40d4-bb8d-5f8dba263a05,24,59,109,86
66ab31a6-be10-4f4e-ad4d-b4aeb9371271,68,91,97,83
66ab31a6-be10-4f4e-ad4d-b4aeb9371271,68,91,97,83
