Filename,x,y,w,h
5c643f67-e321-4f90-bcd0-58c4517561a9,166,50,20,34
5c643f67-e321-4f90-bcd0-58c4517561a9,150,49,12,13
5c643f67-e321-4f90-bcd0-58c4517561a9,51,45,5,8
5c643f67-e321-4f90-bcd0-58c4517561a9,59,38,26,17
3c2270fa-2323-48c2-a341-1ea0d84d7cee,97,162,2,8
3c2270fa-2323-48c2-a341-1ea0d84d7cee,102,149,1,3
3c2270fa-2323-48c2-a341-1ea0d84d7cee,90,136,22,16
3c2270fa-2323-48c2-a341-1ea0d84d7cee,103,130,7,4
3c2270fa-2323-48c2-a341-1ea0d84d7cee,99,127,3,1
3c2270fa-2323-48c2-a341-1ea0d84d7cee,84,126,1,1
3c2270fa-2323-48c2-a341-1ea0d84d7cee,74,80,51,48
3c2270fa-2323-48c2-a341-1ea0d84d7cee,114,69,7,13
9ebc1edb-315f-4f0f-bc9b-dfa933bc67d3,130,69,34,33
125a6b00-d20c-413e-b5fb-3728fcfce39f,78,162,4,2
125a6b00-d20c-413e-b5fb-3728fcfce39f,94,154,6,8
125a6b00-d20c-413e-b5fb-3728fcfce39f,82,154,8,3
125a6b00-d20c-413e-b5fb-3728fcfce39f,125,150,4,4
125a6b00-d20c-413e-b5fb-3728fcfce39f,163,134,11,11
125a6b00-d20c-413e-b5fb-3728fcfce39f,142,134,2,1
125a6b00-d20c-413e-b5fb-3728fcfce39f,55,134,9,8
125a6b00-d20c-413e-b5fb-3728fcfce39f,127,130,7,10
125a6b00-d20c-413e-b5fb-3728fcfce39f,161,127,11,5
125a6b00-d20c-413e-b5fb-3728fcfce39f,120,125,6,5
125a6b00-d20c-413e-b5fb-3728fcfce39f,93,123,3,1
125a6b00-d20c-413e-b5fb-3728fcfce39f,71,122,32,22
125a6b00-d20c-413e-b5fb-3728fcfce39f,99,120,2,4
125a6b00-d20c-413e-b5fb-3728fcfce39f,158,117,9,9
125a6b00-d20c-413e-b5fb-3728fcfce39f,92,109,1,2
125a6b00-d20c-413e-b5fb-3728fcfce39f,92,98,1,1
125a6b00-d20c-413e-b5fb-3728fcfce39f,92,86,64,44
125a6b00-d20c-413e-b5fb-3728fcfce39f,99,74,1,6
d6724bee-d28e-4b34-8813-52a86955fa72,82,174,10,10
d6724bee-d28e-4b34-8813-52a86955fa72,117,154,1,6
d6724bee-d28e-4b34-8813-52a86955fa72,109,153,1,7
d6724bee-d28e-4b34-8813-52a86955fa72,86,153,12,13
d6724bee-d28e-4b34-8813-52a86955fa72,82,142,7,4
d6724bee-d28e-4b34-8813-52a86955fa72,124,133,1,1
d6724bee-d28e-4b34-8813-52a86955fa72,128,132,11,12
d6724bee-d28e-4b34-8813-52a86955fa72,116,132,6,2
d6724bee-d28e-4b34-8813-52a86955fa72,111,129,1,3
d6724bee-d28e-4b34-8813-52a86955fa72,98,123,11,21
d6724bee-d28e-4b34-8813-52a86955fa72,164,122,4,7
d6724bee-d28e-4b34-8813-52a86955fa72,87,122,6,6
d6724bee-d28e-4b34-8813-52a86955fa72,121,106,1,2
d6724bee-d28e-4b34-8813-52a86955fa72,124,99,69,63
d6724bee-d28e-4b34-8813-52a86955fa72,134,86,11,11
d6724bee-d28e-4b34-8813-52a86955fa72,78,66,11,11
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,82,214,10,8
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,50,202,27,20
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,63,200,7,4
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,102,189,1,1
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,119,179,1,1
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,110,179,4,4
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,70,175,19,25
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,119,174,1,1
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,89,162,26,26
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,114,142,14,9
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,92,140,12,23
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,95,122,3,8
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,157,119,1,4
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,148,119,4,8
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,138,97,3,1
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,147,90,1,6
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,99,90,50,50
711b8e6a-0406-4c61-8c13-3e90fd7ecba1,69,84,7,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,134,161,10,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,106,154,15,23
515ab870-a80e-47f1-bd51-05a6fc02cba0,172,147,5,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,56,146,11,11
515ab870-a80e-47f1-bd51-05a6fc02cba0,80,142,3,2
515ab870-a80e-47f1-bd51-05a6fc02cba0,35,138,9,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,102,135,9,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,166,120,12,16
515ab870-a80e-47f1-bd51-05a6fc02cba0,69,114,27,57
515ab870-a80e-47f1-bd51-05a6fc02cba0,91,112,1,1
515ab870-a80e-47f1-bd51-05a6fc02cba0,50,108,15,14
515ab870-a80e-47f1-bd51-05a6fc02cba0,98,105,22,29
515ab870-a80e-47f1-bd51-05a6fc02cba0,44,102,4,2
515ab870-a80e-47f1-bd51-05a6fc02cba0,117,95,4,3
515ab870-a80e-47f1-bd51-05a6fc02cba0,143,94,25,46
515ab870-a80e-47f1-bd51-05a6fc02cba0,93,82,14,18
515ab870-a80e-47f1-bd51-05a6fc02cba0,130,79,8,9
515ab870-a80e-47f1-bd51-05a6fc02cba0,115,78,9,10
515ab870-a80e-47f1-bd51-05a6fc02cba0,101,68,5,3
a9cfed74-19bf-454f-b3a2-32c455a97cc8,130,211,12,13
a9cfed74-19bf-454f-b3a2-32c455a97cc8,123,197,5,8
a9cfed74-19bf-454f-b3a2-32c455a97cc8,110,138,10,10
a9cfed74-19bf-454f-b3a2-32c455a97cc8,94,135,10,11
a9cfed74-19bf-454f-b3a2-32c455a97cc8,89,119,1,5
a9cfed74-19bf-454f-b3a2-32c455a97cc8,92,118,10,9
a9cfed74-19bf-454f-b3a2-32c455a97cc8,111,107,11,10
a9cfed74-19bf-454f-b3a2-32c455a97cc8,92,79,5,3
a9cfed74-19bf-454f-b3a2-32c455a97cc8,0,0,9,9
9dbb7a32-14df-40ca-871e-410111c45c05,60,98,58,32
9dbb7a32-14df-40ca-871e-410111c45c05,151,83,11,10
9dbb7a32-14df-40ca-871e-410111c45c05,35,66,11,11
c28f7725-70a7-4b55-953a-44d28ecdd4fb,148,91,10,9
c28f7725-70a7-4b55-953a-44d28ecdd4fb,140,68,12,12
03ae75b6-45a7-4a68-9871-f07b82b17bf6,95,183,2,1
03ae75b6-45a7-4a68-9871-f07b82b17bf6,95,180,1,2
03ae75b6-45a7-4a68-9871-f07b82b17bf6,117,173,3,1
03ae75b6-45a7-4a68-9871-f07b82b17bf6,145,166,3,6
03ae75b6-45a7-4a68-9871-f07b82b17bf6,81,158,10,11
03ae75b6-45a7-4a68-9871-f07b82b17bf6,83,140,4,1
03ae75b6-45a7-4a68-9871-f07b82b17bf6,106,137,1,1
03ae75b6-45a7-4a68-9871-f07b82b17bf6,87,123,1,3
03ae75b6-45a7-4a68-9871-f07b82b17bf6,90,122,11,13
03ae75b6-45a7-4a68-9871-f07b82b17bf6,79,117,9,4
03ae75b6-45a7-4a68-9871-f07b82b17bf6,102,96,83,85
03ae75b6-45a7-4a68-9871-f07b82b17bf6,111,75,7,11
1563a4ed-d5f5-4e31-8818-c5417109d403,88,191,8,9
1563a4ed-d5f5-4e31-8818-c5417109d403,112,188,8,4
1563a4ed-d5f5-4e31-8818-c5417109d403,79,187,5,2
1563a4ed-d5f5-4e31-8818-c5417109d403,134,162,6,3
1563a4ed-d5f5-4e31-8818-c5417109d403,131,162,1,2
1563a4ed-d5f5-4e31-8818-c5417109d403,147,155,2,2
1563a4ed-d5f5-4e31-8818-c5417109d403,107,149,3,9
1563a4ed-d5f5-4e31-8818-c5417109d403,101,149,3,3
1563a4ed-d5f5-4e31-8818-c5417109d403,90,149,27,34
1563a4ed-d5f5-4e31-8818-c5417109d403,112,147,9,5
1563a4ed-d5f5-4e31-8818-c5417109d403,112,143,8,2
1563a4ed-d5f5-4e31-8818-c5417109d403,79,140,3,2
1563a4ed-d5f5-4e31-8818-c5417109d403,91,129,18,17
1563a4ed-d5f5-4e31-8818-c5417109d403,107,127,2,2
1563a4ed-d5f5-4e31-8818-c5417109d403,61,125,11,23
1563a4ed-d5f5-4e31-8818-c5417109d403,106,115,47,41
1563a4ed-d5f5-4e31-8818-c5417109d403,93,110,10,10
1563a4ed-d5f5-4e31-8818-c5417109d403,103,96,21,17
b402b80c-0be4-4c25-80be-d9ace219c83b,128,212,8,9
b402b80c-0be4-4c25-80be-d9ace219c83b,139,185,9,10
b402b80c-0be4-4c25-80be-d9ace219c83b,155,181,1,2
b402b80c-0be4-4c25-80be-d9ace219c83b,155,175,5,2
b402b80c-0be4-4c25-80be-d9ace219c83b,172,170,11,19
b402b80c-0be4-4c25-80be-d9ace219c83b,166,170,5,9
b402b80c-0be4-4c25-80be-d9ace219c83b,179,165,2,1
b402b80c-0be4-4c25-80be-d9ace219c83b,170,160,3,1
b402b80c-0be4-4c25-80be-d9ace219c83b,182,159,6,7
b402b80c-0be4-4c25-80be-d9ace219c83b,179,157,1,4
b402b80c-0be4-4c25-80be-d9ace219c83b,141,144,3,2
b402b80c-0be4-4c25-80be-d9ace219c83b,135,137,2,6
b402b80c-0be4-4c25-80be-d9ace219c83b,148,129,10,10
b402b80c-0be4-4c25-80be-d9ace219c83b,88,128,9,5
b402b80c-0be4-4c25-80be-d9ace219c83b,54,127,6,1
b402b80c-0be4-4c25-80be-d9ace219c83b,88,125,9,2
b402b80c-0be4-4c25-80be-d9ace219c83b,161,121,7,5
b402b80c-0be4-4c25-80be-d9ace219c83b,122,106,4,7
b402b80c-0be4-4c25-80be-d9ace219c83b,186,100,2,3
b402b80c-0be4-4c25-80be-d9ace219c83b,120,85,23,12
b402b80c-0be4-4c25-80be-d9ace219c83b,163,81,11,9
b402b80c-0be4-4c25-80be-d9ace219c83b,172,70,10,10
b402b80c-0be4-4c25-80be-d9ace219c83b,34,70,10,11
b402b80c-0be4-4c25-80be-d9ace219c83b,35,54,63,62
b402b80c-0be4-4c25-80be-d9ace219c83b,54,51,2,3
b402b80c-0be4-4c25-80be-d9ace219c83b,36,41,17,20
b402b80c-0be4-4c25-80be-d9ace219c83b,76,35,4,3
b402b80c-0be4-4c25-80be-d9ace219c83b,102,27,9,9
a1538feb-5647-463b-9876-ca6e5ff00f48,65,175,2,4
a1538feb-5647-463b-9876-ca6e5ff00f48,127,173,1,2
a1538feb-5647-463b-9876-ca6e5ff00f48,14,165,53,44
a1538feb-5647-463b-9876-ca6e5ff00f48,66,159,11,14
a1538feb-5647-463b-9876-ca6e5ff00f48,32,153,6,4
a1538feb-5647-463b-9876-ca6e5ff00f48,43,146,23,16
a1538feb-5647-463b-9876-ca6e5ff00f48,75,130,1,7
a1538feb-5647-463b-9876-ca6e5ff00f48,78,126,55,49
a1538feb-5647-463b-9876-ca6e5ff00f48,98,121,2,1
a1538feb-5647-463b-9876-ca6e5ff00f48,90,114,8,5
a1538feb-5647-463b-9876-ca6e5ff00f48,77,114,3,6
a1538feb-5647-463b-9876-ca6e5ff00f48,84,108,4,10
a1538feb-5647-463b-9876-ca6e5ff00f48,116,90,4,4
a1538feb-5647-463b-9876-ca6e5ff00f48,111,74,14,15
a1538feb-5647-463b-9876-ca6e5ff00f48,114,74,1,1
a1538feb-5647-463b-9876-ca6e5ff00f48,102,50,6,6
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,4,214,12,10
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,87,204,3,4
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,87,199,1,1
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,87,179,1,1
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,66,174,10,7
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,89,169,3,2
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,89,165,1,1
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,94,162,4,10
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,106,159,9,10
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,92,137,3,3
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,108,131,3,10
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,52,118,36,35
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,92,112,2,6
b41dfb17-3773-485b-8da6-c29a2bbfbe3a,102,107,10,10
b77669dd-8554-4531-9903-9719747fdb63,24,207,20,17
b77669dd-8554-4531-9903-9719747fdb63,142,202,6,8
b77669dd-8554-4531-9903-9719747fdb63,95,173,9,1
b77669dd-8554-4531-9903-9719747fdb63,111,169,1,2
b77669dd-8554-4531-9903-9719747fdb63,123,164,15,27
b77669dd-8554-4531-9903-9719747fdb63,139,163,3,3
b77669dd-8554-4531-9903-9719747fdb63,39,162,5,5
b77669dd-8554-4531-9903-9719747fdb63,139,158,10,3
b77669dd-8554-4531-9903-9719747fdb63,98,157,13,15
b77669dd-8554-4531-9903-9719747fdb63,117,154,11,13
b77669dd-8554-4531-9903-9719747fdb63,108,148,1,2
b77669dd-8554-4531-9903-9719747fdb63,112,146,6,2
b77669dd-8554-4531-9903-9719747fdb63,17,146,10,9
b77669dd-8554-4531-9903-9719747fdb63,58,141,17,27
b77669dd-8554-4531-9903-9719747fdb63,108,134,11,11
3747c54e-e425-451d-90c0-943e99b873d4,49,211,10,5
3747c54e-e425-451d-90c0-943e99b873d4,52,205,5,4
3747c54e-e425-451d-90c0-943e99b873d4,23,175,5,1
3747c54e-e425-451d-90c0-943e99b873d4,38,167,52,29
3747c54e-e425-451d-90c0-943e99b873d4,46,150,10,11
3747c54e-e425-451d-90c0-943e99b873d4,86,148,2,4
3747c54e-e425-451d-90c0-943e99b873d4,117,146,5,2
7002c25e-83ce-4af1-9cdb-a9d4899d6104,1,212,12,11
7002c25e-83ce-4af1-9cdb-a9d4899d6104,45,183,3,1
7002c25e-83ce-4af1-9cdb-a9d4899d6104,120,175,13,14
7002c25e-83ce-4af1-9cdb-a9d4899d6104,5,160,10,9
7002c25e-83ce-4af1-9cdb-a9d4899d6104,15,141,8,7
7002c25e-83ce-4af1-9cdb-a9d4899d6104,33,128,9,9
7002c25e-83ce-4af1-9cdb-a9d4899d6104,12,128,4,7
7002c25e-83ce-4af1-9cdb-a9d4899d6104,43,123,5,3
7002c25e-83ce-4af1-9cdb-a9d4899d6104,121,118,17,31
7002c25e-83ce-4af1-9cdb-a9d4899d6104,17,116,17,21
7002c25e-83ce-4af1-9cdb-a9d4899d6104,141,115,11,11
7002c25e-83ce-4af1-9cdb-a9d4899d6104,102,115,8,3
7002c25e-83ce-4af1-9cdb-a9d4899d6104,50,115,10,11
7002c25e-83ce-4af1-9cdb-a9d4899d6104,74,110,7,8
7002c25e-83ce-4af1-9cdb-a9d4899d6104,102,109,5,5
7002c25e-83ce-4af1-9cdb-a9d4899d6104,108,108,2,6
7002c25e-83ce-4af1-9cdb-a9d4899d6104,43,106,9,6
7002c25e-83ce-4af1-9cdb-a9d4899d6104,17,106,9,4
7002c25e-83ce-4af1-9cdb-a9d4899d6104,84,102,7,8
7002c25e-83ce-4af1-9cdb-a9d4899d6104,41,94,4,2
7002c25e-83ce-4af1-9cdb-a9d4899d6104,82,79,16,12
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,138,178,12,11
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,154,164,18,13
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,117,147,8,1
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,151,146,1,4
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,159,145,9,9
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,46,139,8,3
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,42,135,3,7
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,150,134,9,9
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,12,134,16,11
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,31,133,9,9
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,20,113,10,7
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,61,107,2,2
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,17,106,8,6
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,65,87,5,9
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,24,79,44,55
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,141,70,11,16
3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c,0,0,7,8
06bc1519-c307-4a98-b00b-8329f2ddf615,136,194,4,5
06bc1519-c307-4a98-b00b-8329f2ddf615,137,188,11,3
06bc1519-c307-4a98-b00b-8329f2ddf615,114,178,9,9
06bc1519-c307-4a98-b00b-8329f2ddf615,142,150,12,11
06bc1519-c307-4a98-b00b-8329f2ddf615,75,146,7,7
06bc1519-c307-4a98-b00b-8329f2ddf615,125,130,2,2
06bc1519-c307-4a98-b00b-8329f2ddf615,35,119,7,4
06bc1519-c307-4a98-b00b-8329f2ddf615,149,96,8,9
06bc1519-c307-4a98-b00b-8329f2ddf615,34,92,6,1
06bc1519-c307-4a98-b00b-8329f2ddf615,84,91,9,9
06bc1519-c307-4a98-b00b-8329f2ddf615,55,90,77,54
06bc1519-c307-4a98-b00b-8329f2ddf615,140,85,3,9
06bc1519-c307-4a98-b00b-8329f2ddf615,159,79,23,38
06bc1519-c307-4a98-b00b-8329f2ddf615,171,74,1,2
06bc1519-c307-4a98-b00b-8329f2ddf615,163,67,6,9
06bc1519-c307-4a98-b00b-8329f2ddf615,56,58,29,29
06bc1519-c307-4a98-b00b-8329f2ddf615,75,52,4,2
06bc1519-c307-4a98-b00b-8329f2ddf615,83,44,1,9
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,122,138,12,11
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,131,133,5,4
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,113,115,13,13
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,111,106,1,2
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,108,92,2,1
f9538c72-0f7b-45e3-98a8-de3e4434fe4d,99,90,5,9
22f2d3ec-f7ea-4778-850d-bb111590202f,77,164,1,2
22f2d3ec-f7ea-4778-850d-bb111590202f,68,164,3,5
22f2d3ec-f7ea-4778-850d-bb111590202f,77,159,6,3
22f2d3ec-f7ea-4778-850d-bb111590202f,74,153,2,8
22f2d3ec-f7ea-4778-850d-bb111590202f,59,133,2,2
22f2d3ec-f7ea-4778-850d-bb111590202f,39,121,9,9
22f2d3ec-f7ea-4778-850d-bb111590202f,36,117,8,1
22f2d3ec-f7ea-4778-850d-bb111590202f,58,110,22,22
22f2d3ec-f7ea-4778-850d-bb111590202f,80,92,15,26
22f2d3ec-f7ea-4778-850d-bb111590202f,91,90,5,4
22f2d3ec-f7ea-4778-850d-bb111590202f,19,90,5,7
22f2d3ec-f7ea-4778-850d-bb111590202f,95,85,4,1
22f2d3ec-f7ea-4778-850d-bb111590202f,45,83,5,4
22f2d3ec-f7ea-4778-850d-bb111590202f,41,79,37,33
22f2d3ec-f7ea-4778-850d-bb111590202f,80,74,14,14
22f2d3ec-f7ea-4778-850d-bb111590202f,88,65,9,11
22f2d3ec-f7ea-4778-850d-bb111590202f,25,57,7,7
22f2d3ec-f7ea-4778-850d-bb111590202f,30,55,2,1
4f781277-d540-4cd6-b405-4f215281d78e,71,179,1,5
4f781277-d540-4cd6-b405-4f215281d78e,5,179,11,19
4f781277-d540-4cd6-b405-4f215281d78e,71,172,18,11
4f781277-d540-4cd6-b405-4f215281d78e,19,148,6,3
4f781277-d540-4cd6-b405-4f215281d78e,83,146,11,11
4f781277-d540-4cd6-b405-4f215281d78e,22,135,3,5
4f781277-d540-4cd6-b405-4f215281d78e,87,122,1,1
4f781277-d540-4cd6-b405-4f215281d78e,87,115,5,6
4f781277-d540-4cd6-b405-4f215281d78e,18,111,78,71
076eab63-d75d-4272-a5d3-13eae02f2c8f,82,149,3,1
076eab63-d75d-4272-a5d3-13eae02f2c8f,66,107,27,24
076eab63-d75d-4272-a5d3-13eae02f2c8f,82,106,31,21
076eab63-d75d-4272-a5d3-13eae02f2c8f,94,99,3,2
076eab63-d75d-4272-a5d3-13eae02f2c8f,168,98,18,22
076eab63-d75d-4272-a5d3-13eae02f2c8f,170,93,8,3
076eab63-d75d-4272-a5d3-13eae02f2c8f,100,93,3,3
076eab63-d75d-4272-a5d3-13eae02f2c8f,116,90,41,42
076eab63-d75d-4272-a5d3-13eae02f2c8f,106,71,24,25
076eab63-d75d-4272-a5d3-13eae02f2c8f,132,70,9,11
25d1ddb4-df24-4e52-8a84-b0dff45f9718,81,164,16,16
25d1ddb4-df24-4e52-8a84-b0dff45f9718,103,139,6,1
9341907e-9b62-4197-a0b3-3ddd3c55a884,169,173,21,15
9341907e-9b62-4197-a0b3-3ddd3c55a884,159,172,9,9
9341907e-9b62-4197-a0b3-3ddd3c55a884,178,148,11,12
9341907e-9b62-4197-a0b3-3ddd3c55a884,122,132,15,19
9341907e-9b62-4197-a0b3-3ddd3c55a884,140,115,2,1
9341907e-9b62-4197-a0b3-3ddd3c55a884,133,90,1,4
9341907e-9b62-4197-a0b3-3ddd3c55a884,79,78,7,8
9341907e-9b62-4197-a0b3-3ddd3c55a884,0,0,6,7
7f9b4539-9cfb-49db-9d19-dea98ab6445f,122,175,6,3
7f9b4539-9cfb-49db-9d19-dea98ab6445f,108,151,1,5
7f9b4539-9cfb-49db-9d19-dea98ab6445f,32,150,11,10
7f9b4539-9cfb-49db-9d19-dea98ab6445f,114,149,12,11
7f9b4539-9cfb-49db-9d19-dea98ab6445f,78,148,11,11
7f9b4539-9cfb-49db-9d19-dea98ab6445f,94,145,12,13
7f9b4539-9cfb-49db-9d19-dea98ab6445f,91,132,4,6
7f9b4539-9cfb-49db-9d19-dea98ab6445f,100,127,3,1
7f9b4539-9cfb-49db-9d19-dea98ab6445f,34,121,2,7
7f9b4539-9cfb-49db-9d19-dea98ab6445f,108,118,20,22
7f9b4539-9cfb-49db-9d19-dea98ab6445f,94,115,10,10
7f9b4539-9cfb-49db-9d19-dea98ab6445f,95,109,8,5
7f9b4539-9cfb-49db-9d19-dea98ab6445f,82,106,5,5
c391591b-0083-4063-a485-69b0c7e02ebe,70,130,1,4
c391591b-0083-4063-a485-69b0c7e02ebe,62,130,6,4
c391591b-0083-4063-a485-69b0c7e02ebe,101,122,29,26
c391591b-0083-4063-a485-69b0c7e02ebe,63,117,53,37
